İlan no,Son Güncelleme Tarihi,Konut Tipi,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Cephe,Kira Getirisi,Yakıt Tipi,Ada No,Parsel No,Yetkili Ofis,city,district,price
50691-3016,30-10-2024,Daire,4 + 1,185 m2 / 180 m2,2. Kat,Sıfır Bina,Yerden Isıtma,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Batı,20.000 TL,Doğalgaz,,,Evet,Ankara,Pursaklar,5.100.000 TL
20040-991,30-10-2024,Daire,4 + 1,195 m2 / 190 m2,10. Kat,7 Yaşında,Merkezi,16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Pursaklar,6.250.000 TL
133656-2088,30-10-2024,Daire,3 + 1,130 m2 / 120 m2,3. Kat,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,"Güney, Doğu, Batı",,Doğalgaz,,,,Ankara,Sincan,2.949.000 TL
39672-9703,30-10-2024,Daire,3 + 1,150 m2 / 140 m2,2. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,,Doğalgaz,,,Evet,Ankara,Keçiören,6.250.000 TL
144270-1478,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,En Üst Kat,21 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Tapu Yok,,Hayır,"Kuzey, Batı",,Doğalgaz,,,Evet,Ankara,Sincan,1.860.000 TL
144059-113,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,100 TL,Evet,"Güney, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,3.089.000 TL
71881-746,30-10-2024,Daire,5 + 2,260 m2 / 230 m2,3. Kat,21 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Güney, Doğu",,Doğalgaz,,,,Ankara,Keçiören,4.650.000 TL
131496-561,30-10-2024,Daire,3 + 1,130 m2 / 125 m2,1. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,,Evet,"Güney, Batı",,,,,,Ankara,Pursaklar,3.190.000 TL
137758-833,30-10-2024,Daire,4 + 1,205 m2 / 180 m2,7. Kat,Sıfır Bina,Merkezi (Pay Ölçer),19 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,500 TL,Evet,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Keçiören,5.890.000 TL
64413-4336,30-10-2024,Daire,1 + 1,60 m2 / 55 m2,1. Kat,Sıfır Bina,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,200 TL,Hayır,"Güney, Doğu, Batı",35.000 TL,,,,Evet,Ankara,Çankaya,3.950.000 TL
129424-2446,30-10-2024,Daire,2 + 1,95 m2 / 90 m2,Giriş Katı,Sıfır Bina,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,Evet,"Kuzey, Doğu",,Doğalgaz,,,Evet,Ankara,Gölbaşı,3.500.000 TL
151723-35,30-10-2024,Daire,2 + 1,110 m2 / 100 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,,Boş,Kat Mülkiyeti,,Evet,"Güney, Doğu",19.000 TL,Doğalgaz,23123,1,Evet,Ankara,Altındağ,3.200.000 TL
69365-5543,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,3. Kat,26 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı Değil,1,,Betonarme,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Batı",15.000 TL,Doğalgaz,,,,Ankara,Sincan,1.649.000 TL
95979-1466,30-10-2024,Daire,3 + 1,120 m2 / 105 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,"Güney, Batı",18.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,2.685.000 TL
6666-3057,30-10-2024,Daire,4 + 1,175 m2 / 150 m2,3. Kat,13 Yaşında,Kombi,15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Evet,"Kuzey, Doğu",22.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,6.000.000 TL
4094-1504,30-10-2024,Daire,3 + 1,110 m2 / 90 m2,En Üst Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,500 TL,Hayır,"Güney, Batı",40.000 TL,Doğalgaz,,,,Ankara,Çankaya,11.000.000 TL
4459-1410,30-10-2024,Daire,2 + 1,230 m2 / 80 m2,3. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,5.000.000 TL
128212-197,30-10-2024,Daire,4 + 1,175 m2 / 160 m2,8. Kat,12 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,2.500 TL,Hayır,"Kuzey, Doğu",37.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,6.990.000 TL
4036-2089,30-10-2024,Daire,3 + 1,145 m2 / 130 m2,Kot 1,22 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,150 TL,Hayır,Doğu,,Doğalgaz,,,Evet,Ankara,Çankaya,3.990.000 TL
97141-11741,30-10-2024,Daire,4 + 1,200 m2 / 180 m2,1. Kat,Sıfır Bina,Yerden Isıtma,15 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Yenimahalle,6.200.000 TL
103979-261,30-10-2024,Daire,3 + 1,125 m2 / 120 m2,2. Kat,35 Yaşında,Kombi,6 Katlı,Uygun,,1,,,,,100 TL,,"Güney, Doğu",15.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,2.200.000 TL
8790-1435,30-10-2024,Daire,1 + 1,55 m2 / 40 m2,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,50 TL,Hayır,Doğu,12.000 TL,Doğalgaz,,,Evet,Ankara,Çubuk,1.700.000 TL
25690-1373,30-10-2024,Daire,2 + 1,101 m2 / 85 m2,Kot 1,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Batı",35.000 TL,Doğalgaz,2687,18,Evet,Ankara,Çankaya,6.250.000 TL
17202-32,30-10-2024,Daire,3 + 0,125 m2 / 110 m2,1. Kat,35 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Mülk Sahibi,Kat İrtifakı,50 TL,Hayır,"Güney, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.950.000 TL
111476-1673,30-10-2024,Daire,2 + 1,123 m2 / 115 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu",,Doğalgaz,,,Evet,Ankara,Keçiören,3.125.000 TL
85799-3044,30-10-2024,Daire,2 + 1,110 m2 / 90 m2,Giriş Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Batı,,Doğalgaz,,,Evet,Ankara,Keçiören,2.200.000 TL
120088-755,30-10-2024,Daire,3 + 1,110 m2 / 100 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat Mülkiyeti,,Hayır,Batı,,,,,,Ankara,Çankaya,9.000.000 TL
68764-1253,30-10-2024,Daire,2 + 1,110 m2 / 100 m2,3. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,70 TL,Hayır,Doğu,,Doğalgaz,,,Evet,Ankara,Altındağ,2.550.000 TL
28851-16133,30-10-2024,Daire,2 + 1,95 m2 / 85 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,150 TL,Hayır,"Kuzey, Doğu",7.000 TL,Doğalgaz,,,Evet,Ankara,Etimesgut,2.200.000 TL
68766-5243,30-10-2024,Daire,3 + 1,125 m2 / 115 m2,3. Kat,20 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Doğu",,Doğalgaz,,,,Ankara,Sincan,2.339.000 TL
40002-4605,30-10-2024,Daire,2 + 1,80 m2 / 70 m2,4. Kat,54 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Kiracılı,Kat Mülkiyeti,350 TL,,Doğu,,,,,Evet,Ankara,Çankaya,3.290.000 TL
95770-2115,30-10-2024,Daire,2 + 1,90 m2 / 80 m2,Ara Kat,7 Yaşında,Merkezi,12 Katlı,Uygun değil,Eşyalı,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,400 TL,,"Güney, Doğu, Batı",15.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,1.550.000 TL
7372-2643,30-10-2024,Daire,3 + 1,130 m2 / 120 m2,1. Kat,25 Yaşında,Kombi,2 Katlı,Uygun,,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Doğu,,Doğalgaz,,,,Ankara,Keçiören,2.250.000 TL
65959-804,30-10-2024,Daire,3 + 1,132 m2 / 102 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,Yapım Aşamasında,Belirtilmemiş,Kat İrtifakı,,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,7.500.000 TL
13712-2143,30-10-2024,Daire,2 + 1,100 m2 / 90 m2,Yüksek Giriş,45 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,850 TL,Evet,"Güney, Doğu",15.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,3.500.000 TL
21719-4036,30-10-2024,Daire,3 + 1,130 m2 / 115 m2,1. Kat,56 Yaşında,Merkezi,4 Katlı,Uygun,,1,,,Kiracılı,Kat Mülkiyeti,,Hayır,,,,,,,Ankara,Çankaya,4.900.000 TL
4641-3615,30-10-2024,Daire,2 + 1,105 m2 / 100 m2,Kot 1,29 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Evet,"Kuzey, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.850.000 TL
6610-3505,30-10-2024,Daire,2 + 1,110 m2 / 100 m2,Kot 1,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Mülk Sahibi,Kat Mülkiyeti,150 TL,Hayır,Doğu,20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.970.000 TL
53451-1737,30-10-2024,Daire,2 + 1,107 m2 / 90 m2,4. Kat,50 Yaşında,Kombi,4 Katlı,Uygun değil,,1,,,Kiracılı,Kat Mülkiyeti,150 TL,,"Güney, Batı",10.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,4.700.000 TL
35345-3128,30-10-2024,Daire,5 + 1,210 m2 / 180 m2,Teras Katı,Sıfır Bina,Yerden Isıtma,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,12.000.000 TL
53653-2358,30-10-2024,Daire,2 + 1,110 m2 / 105 m2,Bahçe Katı,36 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,1.250 TL,Hayır,"Güney, Doğu, Batı",15.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.850.000 TL
2120-612,30-10-2024,Daire,2 + 1,90 m2 / 85 m2,Yüksek Giriş,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Hayır,"Kuzey, Doğu",,Doğalgaz,,,Evet,Ankara,Altındağ,2.750.000 TL
54547-1766,30-10-2024,Daire,3 + 1,145 m2 / 126 m2,Yüksek Giriş,30 Yaşında,Merkezi,15 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Batı",,Doğalgaz,,,,Ankara,Etimesgut,3.600.000 TL
28568-11972,30-10-2024,Villa,2 + 1,90 m2 / 85 m2,,12 Yaşında,Soba,1 Katlı,Uygun,Eşyalı,,Prefabrik,İkinci El,Mülk Sahibi,Kat Mülkiyeti,420 TL,Hayır,"Kuzey, Güney, Doğu, Batı",,Kömür-Odun,562,,Evet,Ankara,Bala,2.600.000 TL
109062-1035,30-10-2024,Daire,2 + 1,81 m2 / 80 m2,Giriş Katı,39 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,,Doğu,10.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,1.430.000 TL
3584-28351,30-10-2024,Daire,3 + 1,140 m2 / 120 m2,Yüksek Giriş,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,10.250.000 TL
4901-6308,28-10-2024,Daire,4 + 1,170 m2 / 150 m2,10. Kat,3 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,350 TL,Evet,"Kuzey, Güney, Doğu, Batı",18.000 TL,Doğalgaz,,,Evet,Ankara,Yenimahalle,5.690.000 TL
141726-313,30-10-2024,Daire,2 + 1,100 m2 / 95 m2,6. Kat,25 Yaşında,Merkezi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.000 TL,Hayır,"Güney, Doğu",,Doğalgaz,,,,Ankara,Çankaya,2.550.000 TL
148083-23,30-10-2024,Daire,3 + 1,165 m2 / 145 m2,7. Kat,2 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Hayır,"Güney, Batı",18.000 TL,Doğalgaz,,,Evet,Ankara,Polatlı,3.100.000 TL
47587-543,30-10-2024,Daire,3 + 1,110 m2 / 100 m2,1. Kat,30 Yaşında,Merkezi,11 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,2.000 TL,Hayır,"Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,4.550.000 TL
47846-1757,30-10-2024,Daire,4 + 1,150 m2 / 125 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Hayır,"Kuzey, Güney, Doğu, Batı",20.000 TL,Doğalgaz,,,Evet,Ankara,Sincan,3.750.000 TL
124824-1864,29-10-2024,Daire,3 + 1,120 m2 / 115 m2,1. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Doğu, Batı",,Doğalgaz,,,,Ankara,Sincan,2.929.000 TL
4337-3847,30-10-2024,Daire,1 + 1,86 m2 / 85 m2,1. Kat,21 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,12.727 TL,Hayır,Güney,,Doğalgaz,,,Evet,Ankara,Çankaya,7.500.000 TL
119164-2529,30-10-2024,Daire,3 + 1,130 m2 / 120 m2,Kot 1,16 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,250 TL,Evet,"Kuzey, Doğu",25.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,3.990.000 TL
27333-430,30-10-2024,Daire,3 + 1,135 m2 / 125 m2,3. Kat,22 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,850 TL,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,5.850.000 TL
22476-795,30-10-2024,Daire,3 + 1,105 m2 / 90 m2,3. Kat,40 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,1.600 TL,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,4.500.000 TL
5472-856,30-10-2024,Daire,3 + 1,115 m2 / 105 m2,Ara Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,750 TL,Hayır,"Kuzey, Doğu",45.000 TL,Doğalgaz,,,,Ankara,Çankaya,8.500.000 TL
1468-10374,30-10-2024,Daire,2 + 1,80 m2 / 70 m2,Yüksek Giriş,1 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Doğu,18.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,4.500.000 TL
73227-1458,30-10-2024,Daire,3 + 1,110 m2 / 100 m2,Giriş Katı,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Keçiören,1.850.000 TL
27363-1591,30-10-2024,Daire,1 + 1,100 m2 / 90 m2,3. Kat,5 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı,1,,,Kiracılı,Kat Mülkiyeti,2 TL,Hayır,"Güney, Doğu, Batı",,,,,,Ankara,Çankaya,3.900.000 TL
66007-882,30-10-2024,Daire,3 + 1,135 m2 / 120 m2,2. Kat,3 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,,,Boş,Kat İrtifakı,100 TL,Evet,Güney,,,,,,Ankara,Altındağ,2.850.000 TL
2644-4271,30-10-2024,Daire,3 + 1,125 m2 / 110 m2,1. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,250 TL,Hayır,"Kuzey, Doğu, Batı",35.000 TL,Doğalgaz,,,,Ankara,Çankaya,8.250.000 TL
4581-6869,30-10-2024,Daire,6 + 1,420 m2 / 335 m2,17. Kat,3 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Bilinmiyor,Eşyalı Değil,3,,İkinci El,Mülk Sahibi,,500 TL,Hayır,,,Doğalgaz,,,,Ankara,Keçiören,8.250.000 TL
1955-7463,30-10-2024,Daire,3 + 1,120 m2 / 115 m2,1. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,"Güney, Batı",6.000 TL,Doğalgaz,,,,Ankara,Keçiören,3.000.000 TL
119882-6581,30-10-2024,Daire,5 + 1,210 m2 / 200 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Kuzey, Güney",,Doğalgaz,,,Evet,Ankara,Etimesgut,2.850.000 TL
56045-5601,30-10-2024,Daire,3 + 1,120 m2 / 110 m2,Yüksek Giriş,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,,,Doğalgaz,,,Evet,Ankara,Keçiören,2.125.000 TL
5554-4983,30-10-2024,Daire,4 + 1,190 m2 / 175 m2,5. Kat,16 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,500 TL,Hayır,"Güney, Doğu",45.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,10.500.000 TL
13861-2713,30-10-2024,Daire,1 + 1,52 m2 / 50 m2,20. Kat,Sıfır Bina,Fancoil Ünitesi,30 Katlı,Uygun,Eşyalı,1,,,Boş,Kat Mülkiyeti,,Hayır,Doğu,,,,,,Ankara,Çankaya,8.200.000 TL
5338-7802,30-10-2024,Daire,3 + 1,135 m2 / 125 m2,5. Kat,30 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Hayır,"Kuzey, Doğu, Batı",18.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,2.900.000 TL
6786-18834,30-10-2024,Daire,3 + 1,105 m2 / 100 m2,3. Kat,29 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,150 TL,Evet,"Güney, Batı",,Doğalgaz,,,Evet,Ankara,Çankaya,2.630.000 TL
39117-1183,30-10-2024,Daire,1 + 1,75 m2 / 65 m2,Yüksek Giriş,9 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,100 TL,Evet,Güney,40.000 TL,Doğalgaz,4,1,Evet,Ankara,Yenimahalle,4.750.000 TL
10629-523,30-10-2024,Daire,2 + 1,90 m2 / 85 m2,Giriş Katı,29 Yaşında,Merkezi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,800 TL,Hayır,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Yenimahalle,2.920.000 TL
129420-943,30-10-2024,Daire,3 + 1,140 m2 / 130 m2,Kot 1,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,,Kat Mülkiyeti,150 TL,Hayır,,,Doğalgaz,,,Evet,Ankara,Çankaya,3.300.000 TL
53138-11311,30-10-2024,Daire,3 + 1,130 m2 / 115 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,Kat Mülkiyeti,,Hayır,"Güney, Batı",13.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,2.090.000 TL
112435-4534,30-10-2024,Daire,4 + 1,220 m2 / 200 m2,3. Kat,Sıfır Bina,Kombi,6 Katlı,Uygun değil,Eşyalı Değil,2,,Sıfır,Boş,Kat İrtifakı,,Hayır,"Güney, Doğu",,Doğalgaz,,,Evet,Ankara,Gölbaşı,6.250.000 TL
119791-860,30-10-2024,Daire,3 + 1,155 m2 / 145 m2,Ara Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,250 TL,Hayır,"Güney, Doğu, Batı",30.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,3.950.000 TL
5116-1437,30-10-2024,Daire,4 + 2,250 m2 / 200 m2,4. Kat,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Evet,"Güney, Doğu",30.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,3.600.000 TL
146667-4,30-10-2024,Daire,3 + 1,165 m2 / 155 m2,4. Kat,4 Yaşında,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,,İkinci El,Boş,Kat Mülkiyeti,150 TL,Evet,"Güney, Doğu",20.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,3.585.000 TL
111334-5969,30-10-2024,Villa,3 + 1,215 m2 / 175 m2,,7 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,2.230 TL,Hayır,"Kuzey, Güney, Doğu, Batı",,Doğalgaz,62200,1,Evet,Ankara,Yenimahalle,11.000.000 TL
80912-175,30-10-2024,Daire,2 + 1,110 m2 / 98 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,Sıfır,Boş,Kat Mülkiyeti,,Hayır,"Güney, Doğu",20.000 TL,Doğalgaz,,,Evet,Ankara,Çankaya,3.450.000 TL
692546-2073,30-10-2024,Daire,3 + 1,160 m2 / 150 m2,1. Kat,5 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,250 TL,Hayır,"Güney, Doğu",28.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,3.950.000 TL
4180-9254,30-10-2024,Daire,2 + 1,100 m2 / 90 m2,Kot 1,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Evet,"Güney, Doğu",18.000 TL,Doğalgaz,101,58,Evet,Ankara,Çankaya,2.425.000 TL
25673-7163,30-10-2024,Daire,3 + 1,140 m2 / 125 m2,6. Kat,8 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,250 TL,,"Kuzey, Doğu, Batı",17.000 TL,Doğalgaz,,,Evet,Ankara,Mamak,3.550.000 TL
75968-1828,30-10-2024,Daire,4 + 1,275 m2 / 220 m2,11. Kat,Sıfır Bina,Merkezi (Pay Ölçer),34 Katlı,Uygun değil,Eşyalı Değil,3,Betonarme,Yapım Aşamasında,Boş,Kooperatiften Tapu,2.5 TL,Hayır,"Güney, Doğu, Batı",,Doğalgaz,,,Evet,Ankara,Gölbaşı,6.000.000 TL
113450-1099,30-10-2024,Daire,3 + 1,160 m2 / 145 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Mülk Sahibi,Kat Mülkiyeti,,Hayır,"Güney, Doğu, Batı",25.000 TL,Doğalgaz,,,Evet,Ankara,Keçiören,3.050.000 TL
